식품명,식품대분류명,에너지(kcal),탄수화물(g),단백질(g),지방(g),당류(g),식품중량
무생채_굴,반찬,50,5.92,3.68,1.26,4.04,300g
묵무침_도토리묵,반찬,74,10.92,0.93,2.95,1.82,200g
물회_오징어,반찬,49,3.26,6.19,1.2,2.1,700g
미나리무침,반찬,46,5.41,1.31,2.13,2.24,90g
미역초무침,반찬,35,5.24,1.18,1.02,1.3,50g
민들레잎무침,반찬,81,12.32,2.69,2.33,8.16,90g
버섯무침_느타리버섯,반찬,59,3.44,2.74,3.77,0.09,150g
부추무침,반찬,92,6.25,3.5,5.92,3.06,100g
부추무침_양파,반찬,44,6.81,1.83,1.07,5.79,100g
북어채무침,반찬,188,12.05,28.4,2.91,5.59,150g
샐러드_감자,반찬,126,12.25,1.31,7.99,3.75,150g
샐러드_단호박,반찬,162,18.77,1.48,8.97,14.3,150g
샐러드_닭가슴살,반찬,135,5.36,7.17,9.49,3.25,150g
샐러드_새싹,반찬,74,4.96,2.77,4.81,2.26,100g
샐러드_양배추,반찬,150,8.47,2.69,11.71,7.95,150g
샐러드_양상추,반찬,126,3.42,4.91,10.3,1.58,150g
샐러드_옥수수,반찬,166,12.68,1.96,11.94,6.01,160g
샐러드_참치,반찬,151,7.52,10.82,8.65,6.91,150g
샐러드_채소,반찬,145,5.1,1.16,13.35,4.72,160g
양장피,반찬,133,10.95,7.3,6.63,0.44,220g
오이무침_부추,반찬,31,5.01,1.95,0.39,4.15,100g
오이생채,반찬,69,8.96,1.78,2.9,8.04,50g
오이지무침,반찬,52,4.21,0.96,3.51,2.78,100g
오징어무침_채소,반찬,62,7.6,5.85,0.93,5.54,240g
오징어채무침,반찬,258,28.41,23.6,5.53,18.71,80g
톳나물무침,반찬,75,12.28,1.87,2.09,6.94,90g
파래무침,반찬,49,4.97,3.53,1.7,1.73,30g
파무침,반찬,71,9.08,2.25,2.81,8.02,150g
풋고추된장무침_풋고추,반찬,124,12.0,2.37,7.35,8.43,100g
풋마늘무침,반찬,71,11.27,4.14,1.04,5.95,100g
피조개무침,반찬,52,6.07,4.71,0.95,3.72,100g
해초무침,반찬,39,8.52,0.95,0.16,3.95,100g
회무침,반찬,82,8.6,8.09,1.65,4.53,250g
회무침_가오리,반찬,81,6.35,11.33,1.16,5.47,230g
고들빼기김치,반찬,71,11.52,3.0,1.38,4.4,50g
깍두기,반찬,33,4.24,1.56,1.06,2.54,50g
깻잎김치,반찬,62,8.92,2.82,1.72,4.04,50g
나박김치,반찬,10,1.15,0.46,0.38,0.34,100g
동치미,반찬,14,2.28,0.29,0.37,1.45,200g
물김치_돌나물,반찬,5,0.75,0.31,0.08,0.35,400g
보쌈김치,반찬,30,3.73,2.19,0.72,1.69,90g
부추김치,반찬,47,6.36,2.68,1.16,4.08,50g
얼갈이배추김치,반찬,63,10.94,1.59,1.45,0.38,80g
오이김치,반찬,38,5.64,2.06,0.8,2.37,70g
가자미식해,반찬,134,11.64,11.09,4.81,3.71,250g
갈치젓_양념,반찬,149,10.28,15.53,5.08,4.91,90g
멸치젓_양념,반찬,90,7.4,11.4,1.6,0.6,5g
새우젓_양념,반찬,69,6.0,7.1,1.8,0.5,10g
오징어젓_양념,반찬,60,3.4,10.1,0.7,2.4,10g
꽃게장_간장,반찬,62,6.04,7.02,1.1,4.21,250g
꽃게장_양념(고추가루),반찬,97,12.61,10.23,0.61,8.77,200g
단무지,반찬,13,2.4,0.33,0.2,0.47,30g
더덕장아찌,반찬,141,28.9,4.47,0.89,15.38,90g
매실장아찌_우메보시(일본),반찬,65,11.03,1.27,1.77,7.87,30g
무짠지,반찬,11,1.98,0.54,0.12,1.58,50g
무초절임(치킨무),반찬,17,3.05,0.52,0.3,1.75,130g
오이장아찌,반찬,14,2.54,0.36,0.28,1.04,50g
오이지,반찬,21,2.84,0.74,0.72,0.0,50g
미숫가루,디저트,70,10.42,2.08,2.27,0.0,300g
기타빵_롤링넛츠,빵,329,40.4,6.0,15.9,9.1,162g
기타빵_우리쌀 막걸리로 만든 초당옥수수빵,빵,206,44.85,4.85,0.79,13.33,165g
기타빵_카라멜아몬드,빵,450,45.8,10.7,24.9,12.1,220g
깨찰빵_쫀득쫀득한찰깨빵 (2개입),빵,373,63.64,3.64,12.73,7.27,110g
깨찰빵_쫀득쫀득한찰깨빵,빵,373,63.64,3.64,12.73,7.27,55g
도넛_다크초코링도넛,빵,469,46.15,6.15,24.62,15.38,65g
도넛_다크초코츄잉스타,빵,444,38.89,3.7,27.78,9.26,54g
도넛_달콤한 꿀도넛,빵,343,60.0,5.71,10.29,8.57,35g
도넛_달콤한꿀도넛 (3개입),빵,348,59.05,4.76,10.48,8.57,105g
도넛_달콤한꿀도넛 (4개입),빵,350,59.29,5.0,10.0,8.57,140g
도넛_달콤한꿀도넛 (5개입),빵,349,59.43,5.14,10.29,8.57,175g
도넛_던킨카페모카롤,빵,433,52.63,5.26,22.37,21.05,76g
도넛_돌돌말린소시지 도넛,빵,341,45.88,7.06,15.29,7.06,85g
도넛_미니찹쌀 도넛 (3개입),빵,395,72.38,4.76,9.52,17.14,105g
도넛_미니찹쌀 도넛 (4개입),빵,393,72.14,5.0,9.29,17.14,140g
도넛_미니찹쌀 도넛 (5개입),빵,394,72.0,5.14,9.14,17.14,175g
도넛_미니찹쌀 도넛,빵,400,71.43,5.71,9.14,17.14,35g
도넛_보스톤크림 도넛,빵,364,46.27,4.48,17.91,17.91,67g
도넛_소금우유 도넛,빵,460,51.67,3.33,25.0,20.0,60g
도넛_올드훼션드먼치킨,빵,471,57.14,3.57,25.71,35.71,14g
도넛_올리브츄이스티 도넛,빵,404,53.06,2.04,20.41,12.24,49g
도넛_왕크림 도넛,빵,335,33.85,6.15,20.0,10.77,130g
도넛_찹쌀 도넛,빵,333,56.99,5.38,9.68,17.2,93g
도넛_카카오후로스티드 도넛,빵,413,50.0,6.25,20.83,12.5,48g
도넛_카푸치노츄이스티 도넛,빵,406,51.92,1.92,21.15,17.31,52g
도넛_케익꽈배기 도넛,빵,376,41.18,7.06,20.0,10.59,85g
도넛_쿠키&다크초코링도넛,빵,473,52.0,5.33,24.0,18.67,75g
도넛_쿠키&화이트초코링도넛,빵,473,52.0,5.33,26.67,20.0,75g
도넛_페이머스 글레이즈드 도넛,빵,433,50.0,4.35,23.91,17.39,46g
도넛_허니후리터,빵,449,48.65,5.41,24.32,14.86,74g
도넛_BEURRE 헤이즐넛&바닐라 도넛,빵,451,45.59,4.41,27.94,7.35,68g
도넛_BEURRE 버터넛,빵,425,58.9,4.11,19.18,28.77,73g
도넛_단팥 도넛,빵,310,44.76,6.67,9.52,16.19,105g
도넛_달콤한 우리찹쌀 왕꽈배기,빵,378,48.7,6.09,18.26,13.04,115g
도넛_디어 마이 러브 도넛,빵,458,49.35,3.9,27.27,25.97,77g
도넛_레드벨벳 먼치킨 도넛,빵,486,57.14,3.57,27.14,21.43,14g
도넛_바닐라빈 바이츠 도넛,빵,404,59.15,7.04,15.49,12.68,71g
도넛_바바리안 먼치킨 도넛,빵,400,50.0,6.0,20.0,20.0,10g
도넛_바바리안필드 도넛,빵,378,48.33,5.0,18.33,13.33,60g
도넛_생크림폭탄 도넛,빵,364,34.55,5.45,21.82,10.91,55g
도넛_생크림폭탄 도넛 (3개입),빵,364,34.55,6.06,22.42,10.91,165g
도넛_스트로베리 먼치킨 도넛,빵,380,50.0,5.0,18.0,20.0,10g
도넛_스트로베리 필드 도넛,빵,372,46.67,5.0,18.33,16.67,60g
도넛_아침햇살 쌀꽈배기 도넛,빵,375,60.94,4.69,12.5,15.63,64g
도넛_용감한 쿠키 도넛,빵,446,50.88,5.26,24.56,17.54,57g
도넛_우리찹쌀 왕꽈배기,빵,383,48.7,6.09,18.26,13.04,115g
도넛_제주말차 우유 도넛,빵,453,45.31,4.69,28.13,10.94,64g
도넛_추억의 옥수수 꽈배기 도넛,빵,407,49.18,8.2,19.67,14.75,61g
도넛_추억의생도나스,빵,429,55.13,17.95,21.79,17.95,78g
도넛_추억의생도나스 (2개입),빵,426,54.49,17.31,22.44,17.31,156g
도넛_추억의생도나스 (3개입),빵,427,54.7,17.52,22.22,17.52,234g
도넛_카카오하니딥 도넛,빵,393,47.37,3.51,21.05,21.05,57g
도넛_카카오하니딥먼치킨 도넛,빵,369,53.85,4.62,15.38,23.08,13g
도넛_커스터드 도넛,빵,325,45.0,5.0,13.33,6.67,60g
도넛_허니 올드훼션드 도넛,빵,457,53.97,3.17,25.4,31.75,63g
도넛_허니찹쌀스틱,빵,355,61.7,4.26,10.21,6.38,47g
또띠아_또띠아 (L),브런치,234,21.09,15.64,9.45,5.09,275g
또띠아_또띠아 (S),브런치,375,35.4,20.5,16.77,5.59,161g
또띠아_불고기 베이크,브런치,196,28.67,10.33,4.42,5.67,120g
또띠아_불닭 베이크,브런치,198,32.0,10.75,2.92,7.08,120g
또띠아_소고기 브리또,브런치,263,35.0,8.13,10.0,5.63,160g
또띠아_치킨 치즈 브리또,브런치,259,27.59,11.49,11.49,2.3,174g
또띠아_핫치킨 브리또,브런치,228,28.0,11.0,8.0,2.0,180g
또띠아_핫치킨 브리또,브런치,244,33.75,11.25,7.5,3.75,160g
또띠아_트위스터,브런치,202,18.69,9.84,10.77,1.09,183g
롤빵_달달연유롤빵,빵,402,45.65,6.52,21.74,15.22,46g
롤빵_달달연유롤빵 (3개입),빵,399,45.65,6.52,21.01,15.94,138g
롤빵_우유 생크림롤,빵,306,26.25,5.63,20.0,16.88,160g
마늘빵_부드러운갈릭브레드,빵,327,44.0,6.0,13.33,16.0,150g
마늘빵_프렌치마늘빵,빵,357,52.38,4.76,11.9,14.29,21g
마늘빵_프렌치마늘빵 (5개입),빵,352,52.38,6.67,11.43,16.19,105g
마카롱_딸기가나슈 마카롱,빵,375,45.83,4.17,20.83,33.33,24g
마카롱_바닐라 마카롱,빵,396,45.83,4.17,25.0,37.5,24g
마카롱_유자가나슈 마카롱,빵,375,41.67,4.17,20.83,33.33,24g
마카롱_초코떡카롱,빵,375,45.83,8.33,20.83,33.33,24g
마카롱_초코 마카롱,빵,375,41.67,8.33,25.0,33.33,24g
마카롱_프렌치 블루베리 마카롱,빵,375,50.0,4.17,20.83,41.67,24g
머핀_블루베리 머핀,빵,394,45.45,5.45,20.91,26.36,110g
머핀_아이스콘 요구르트,빵,506,8.43,11.24,3.37,56.18,71g
머핀_초코 마들렌,빵,418,42.0,6.5,24.9,17.4,35g
머핀_초코칩 머핀,빵,382,49.09,6.36,18.18,29.09,110g
머핀_크림치즈 머핀,빵,393,45.45,6.36,20.91,24.55,110g
머핀_게랑트쇼콜라 (L),빵,536,62.0,4.7,29.9,37.3,70g
머핀_레몬 마들렌,빵,397,42.3,5.9,22.7,22.1,35g
머핀_캐러멜 마들렌,빵,394,45.1,5.6,21.2,23.2,35g
머핀_허쉬초코 머핀,빵,440,51.0,7.0,23.0,29.0,100g
머핀_휘낭시에 로투스,빵,535,67.44,6.98,25.58,41.86,43g
머핀_휘낭시에 소보로,빵,526,65.12,6.98,25.58,39.53,43g
머핀_휘낭시에 소시지,빵,667,55.81,11.63,39.53,37.21,43g
머핀_휘낭시에 아몬드,빵,556,58.14,9.3,20.93,34.88,43g
머핀_휘낭시에 약과,빵,572,72.09,6.98,25.58,39.53,43g
머핀_휘낭시에 오레오,빵,563,69.77,6.98,27.91,44.19,43g
머핀_휘낭시에 크림치즈,빵,509,55.81,6.98,27.91,34.88,43g
머핀_휘낭시에 플레인,빵,447,53.49,4.65,20.93,34.88,43g
모닝빵_스위트밀크롤 (1개입),빵,386,50.0,9.09,17.27,13.64,22g
모닝빵_스위트밀크롤 (2개입),빵,386,50.0,9.09,18.18,13.64,44g
모닝빵_스위트밀크롤 (3개입),빵,386,50.0,9.09,16.67,12.12,66g
모닝빵_스위트밀크롤 (4개입),빵,381,48.86,9.09,17.05,12.5,88g
모닝빵_스위트밀크롤 (5개입),빵,382,49.09,9.09,17.27,12.73,110g
모닝빵_스위트밀크롤 (6개입),빵,383,49.24,8.33,17.42,12.88,132g
모닝빵_우유듬뿍연유브레드,빵,396,57.75,6.95,14.44,14.44,187g
모닝빵_우유듬뿍연유브레드 (대),빵,396,57.5,6.79,14.64,14.64,280g
모닝빵_초코아몬드브레드,빵,372,48.84,8.53,14.73,19.38,129g
바게트_마늘모닝바게뜨,빵,324,51.9,8.57,8.57,4.29,210g
바게트_무화과크림 바게트,빵,405,44.9,5.8,22.5,14.6,140g
바게트_크림치즈모닝바게뜨 (H),빵,292,46.21,9.85,6.82,6.06,132g
바게트_프렌치마늘바게뜨,빵,323,45.96,6.83,11.8,10.56,161g
바게트_프렌치바게뜨,빵,252,50.4,8.87,1.25,0.4,248g
바게트_NEW 모닝바게뜨,빵,258,51.58,8.95,1.21,0.0,190g
바게트_NEW마늘바게뜨,빵,308,51.7,8.3,6.79,5.66,265g
바게트_갈릭바게뜨,빵,375,45.0,7.5,17.5,7.5,80g
바게트_달콤바삭연유바게뜨,빵,374,48.35,6.59,17.03,10.99,182g
바게트_명란바게뜨,빵,350,41.25,7.5,17.5,2.5,80g
바게트_스위트깜빠뉴,빵,264,39.8,7.2,8.4,5.8,290g
바게트_정통바게뜨,빵,255,51.0,9.0,1.2,0.0,270g
바게트_콘에그바게뜨,빵,265,22.67,8.14,15.7,2.91,172g
버거_1955 버거,브런치,217,18.18,10.98,11.36,5.68,264g
버거_NBB 시그니처 버거,브런치,249,17.37,9.86,15.49,4.23,213g
버거_NBB 어메이징 버거,브런치,257,13.12,11.35,17.73,3.19,282g
버거_NBB 오리지널 버거,브런치,232,18.52,8.99,13.76,4.23,189g
버거_그릴드불고기 버거,브런치,260,23.78,9.76,14.02,7.32,164g
버거_더블불고기 버거,브런치,268,20.25,10.97,16.03,6.33,237g
버거_더블치즈 버거,브런치,287,23.35,16.17,14.97,4.79,167g
버거_더블쿼터파운더치즈 버거,브런치,280,15.64,18.18,16.36,3.64,275g
버거_딥치즈 버거,브런치,215,16.01,14.95,10.07,4.27,281g
버거_맥치킨 버거,브런치,254,23.3,10.19,13.59,3.4,206g
버거_맥치킨모짜렐라 버거,브런치,254,25.94,10.58,12.29,6.14,293g
버거_메가바이트 버거,브런치,304,21.76,8.8,20.37,3.24,216g
버거_미트마니아 버거,브런치,246,13.77,12.13,15.74,2.95,305g
버거_베이컨토마토디럭스 버거,브런치,231,21.86,11.74,11.34,5.67,247g
버거_불고기 버거,브런치,247,11.67,8.33,10.56,6.67,180g
버거_불고기 버거,브런치,246,28.05,8.54,11.04,8.54,164g
버거_불고기 버거,브런치,245,26.35,8.38,11.98,8.38,167g
버거_불싸이 버거,브런치,236,23.91,12.17,10.17,6.52,230g
버거_빅맥 버거,브런치,261,22.42,12.11,13.9,3.59,223g
버거_새우불고기 버거,브런치,238,26.59,7.54,11.23,7.94,252g
버거_슈비 버거,브런치,201,23.79,7.43,8.55,5.58,269g
버거_슈슈 버거,브런치,183,26.79,5.36,6.25,5.8,224g
버거_스리라차치킨 버거,브런치,239,23.85,11.47,11.01,8.26,218g
버거_스모키살사 버거,브런치,209,17.21,8.84,11.63,4.65,215g
버거_싸이 버거,브런치,258,19.13,12.17,14.83,6.09,230g
버거_싸이플렉스 버거,브런치,244,19.21,10.84,13.74,3.45,406g
버거_언빌리버블 버거,브런치,228,17.16,13.31,11.95,4.44,338g
버거_에그불고기 버거,브런치,221,19.82,9.46,11.71,6.31,222g
버거_인크레더블 버거,브런치,240,19.23,12.18,12.6,5.13,312g
버거_징거 더블다운맥스 버거,브런치,216,8.97,16.62,12.64,1.15,349g
버거_징거 버거,브런치,201,5.23,13.19,8.04,2.13,235g
버거_치즈 버거,브런치,277,30.43,13.91,11.3,6.09,115g
버거_코울슬로치킨 버거,브런치,255,22.02,11.01,13.76,5.96,218g
버거_쿼터파운더치즈 버거,브런치,271,21.21,15.66,14.14,5.05,198g
버거_타워 버거,브런치,220,18.18,11.89,10.07,2.8,286g
버거_통새우 버거,브런치,252,30.34,6.74,11.57,5.06,178g
버거_할라피뇨통살 버거,브런치,236,18.73,10.11,13.45,3.0,267g
버거_화이트갈릭 버거,브런치,235,16.78,15.1,11.91,4.36,298g
버거_휠렛 버거,브런치,203,15.63,13.54,9.72,4.51,288g
버거_갈릭바베큐치킨 버거,브런치,232,18.47,11.15,12.68,4.18,287g
버거_갈릭붐 버거,브런치,208,5.47,3.43,2.65,1.14,350g
버거_갈릭앤갈릭 버거,브런치,278,24.0,9.14,16.0,3.43,175g
버거_골든맥앤치즈비프 버거,브런치,250,19.49,12.29,13.77,5.08,236g
버거_골든맥앤치즈치킨 버거,브런치,217,23.53,10.03,9.1,3.81,289g
버거_그릴드더블비프 버거,브런치,251,12.16,15.2,15.78,2.74,329g
버거_그릴드비프 버거,브런치,242,16.74,12.02,14.03,3.43,233g
버거_그릴드하와이 버거,브런치,192,5.49,2.86,1.88,2.08,385g
버거_더머쉬룸 버거,브런치,206,4.61,3.02,2.37,0.75,398g
버거_더블치즈 베이컨 시그니처 버거,브런치,242,16.67,10.96,14.47,3.07,228g
버거_디럭스불고기 버거,브런치,260,23.31,10.17,13.98,6.78,236g
버거_디아볼리 버거,브런치,204,5.81,3.24,2.63,1.47,340g
버거_딥치즈싸이 버거,브런치,266,19.92,12.2,15.49,4.07,246g
버거_마라싸이 버거,브런치,289,24.55,12.5,15.8,4.91,224g
버거_맥스파이시상하이 버거,브런치,204,21.54,9.76,8.94,3.66,246g
버거_맥크리스피디럭스 버거,브런치,223,22.68,8.55,11.15,5.58,269g
버거_맥크리스피클래식 버거,브런치,290,29.06,11.33,14.78,6.4,203g
버거_베스트포지션 버거,브런치,211,5.56,2.97,2.49,1.62,370g
버거_비프스테이크 버거,브런치,274,18.15,13.33,16.44,5.19,270g
버거_쉬림프싸이플렉스 버거,브런치,285,24.92,9.63,16.38,3.99,301g
버거_스콜쳐 버거 플러스,브런치,271,22.26,8.9,16.1,5.48,292g
버거_스파이시치킨 스낵랩,브런치,271,23.21,10.71,15.18,2.68,112g
버거_아라비아따치즈 버거,브런치,256,21.36,13.27,13.07,3.24,309g
버거_오리지널미트볼 버거,브런치,269,20.13,11.22,15.84,6.27,303g
버거_징거 BLT 버거,브런치,210,15.06,13.51,10.81,3.09,259g
버거_창녕갈릭비프 버거,브런치,250,22.96,10.0,13.33,7.04,270g
버거_창녕갈릭치킨 버거,브런치,232,24.16,8.39,11.74,7.05,298g
버거_청양마요미트볼 버거,브런치,265,21.59,11.96,14.55,5.98,301g
버거_치즈인더트랩 버거,브런치,258,4.71,3.51,4.08,0.81,370g
버거_치플레핫치킨 버거,브런치,234,21.03,9.23,12.31,5.64,195g
버거_칠리새우 버거,브런치,245,27.5,7.0,11.9,7.0,200g
버거_케이준비프 스낵랩,브런치,302,22.55,10.78,18.63,3.92,102g
버거_콰트로 맥앤치즈 버거,브런치,282,20.63,10.76,17.04,2.69,223g
버거_클래식포즈 버거,브런치,228,6.74,4.06,3.06,1.56,320g
버거_탄두리싸이 버거,브런치,250,18.32,12.21,14.2,4.2,262g
버거_텍사스레드 버거,브런치,184,5.44,3.06,1.93,2.22,360g
버거_투머치 베이컨 버거,브런치,235,13.41,13.03,14.18,3.45,261g
버거_트리플딥치즈비프 버거,브런치,251,15.54,13.55,15.14,3.98,251g
버거_트리플딥치즈싸이 버거,브런치,242,19.85,11.4,12.94,3.68,272g
버거_트리플치즈 버거,브런치,283,19.63,16.44,15.98,4.11,219g
버거_페퍼로니피자 치킨 버거,브런치,240,16.6,12.15,13.77,4.05,247g
버거_햄버거,브런치,263,32.67,12.87,8.91,6.93,101g
버거_화이트갈릭싸이 버거,브런치,289,19.01,14.07,17.38,3.8,263g
버터빵_버터롤,빵,320,48.0,8.0,11.0,11.0,100g
번_딸기번,빵,424,62.11,8.42,15.79,10.53,95g
번_로띠번,빵,369,53.68,9.47,12.63,12.63,95g
번_바닐라번,빵,360,53.68,8.42,12.0,12.63,95g
번_초코번,빵,396,53.68,8.42,16.0,16.84,95g
번_크림치즈번,빵,359,55.24,8.57,16.0,16.0,105g
번_플레이번 모카,빵,337,54.02,9.2,8.05,11.49,87g
번_플레이번 바닐라,빵,343,54.02,9.2,9.2,12.64,87g
번_호두카야번,빵,401,55.24,8.57,15.24,22.0,105g
번_모카크림 치즈번,빵,337,28.42,7.37,12.63,15.79,95g
번_옥수수콘크림번,빵,316,37.93,5.75,16.09,12.64,87g
번_카페모카빵,빵,331,59.72,7.41,7.41,22.69,216g
번_카페모카빵 (소),빵,329,60.19,7.41,7.41,22.22,108g
베이글_깜빠뉴 베이글,빵,328,52.73,10.91,8.18,10.0,110g
베이글_블루베리 베이글,빵,291,58.18,9.09,2.73,13.64,110g
베이글_블루베리 베이글,빵,318,52.73,10.0,7.27,10.0,110g
베이글_어니언 베이글,빵,291,58.18,10.0,1.82,11.82,110g
베이글_플레인 베이글,빵,277,55.45,9.09,1.82,11.82,110g
베이글_플레인 베이글,빵,273,54.55,10.0,1.64,6.36,110g
베이글_갈릭크림치즈 베이글,빵,320,45.59,7.35,11.76,7.35,136g
베이글_갈릭크림치즈 베이글(파베이크),빵,329,44.29,7.14,12.86,7.86,140g
베이글_멀티그레인 베이글,빵,303,45.9,9.02,9.02,5.74,122g
베이글_멀티그레인 베이글&허니월넛크림치즈,빵,296,46.11,8.38,8.38,5.99,167g
베이글_메이플피칸 베이글,빵,276,44.83,7.76,7.76,6.03,116g
베이글_무화과 크림치즈 베이글,빵,285,45.7,6.7,8.4,14.0,144g
베이글_바질 베이글,빵,268,50.91,10.0,2.73,3.64,110g
베이글_베이글 먹물치즈,빵,249,49.52,9.52,1.43,6.67,105g
베이글_베이글 크랜베리·호두,빵,286,47.62,13.33,5.71,5.71,105g
베이글_베이컨갈릭크림치즈,빵,325,34.4,11.0,15.9,9.2,220g
베이글_블랙올리브 베이글&어니언부추크림치즈,빵,279,34.17,7.54,12.06,5.03,199g
베이글_블랙올리브 베이글&어니언부추크림치즈(파베이크),빵,292,37.5,7.29,11.98,5.21,192g
베이글_블랙올리브 베이글(파베이크),빵,288,50.0,7.5,5.83,5.83,120g
베이글_블랙올리브치즈 베이글,빵,274,44.44,7.94,6.35,5.56,126g
베이글_블루베리 베이글,빵,272,50.0,6.9,37.93,13.79,116g
베이글_블루베리 베이글&허니월넛크림치즈,빵,273,49.07,6.83,3.73,11.8,161g
베이글_시금치바질&토마토크림치즈,빵,271,38.54,7.32,9.76,5.37,205g
베이글_시금치바질 베이글&플레인크림치즈,빵,273,38.5,7.5,9.5,5.5,200g
베이글_시금치바질 베이글&플레인크림치즈(파베이크),빵,284,38.69,7.54,10.55,5.53,199g
베이글_씨앗 베이글,빵,289,47.97,8.94,6.5,5.69,123g
베이글_씨앗 베이글&솔티드카라멜크림치즈,빵,305,40.0,8.0,12.5,7.5,200g
베이글_어니언 베이글,빵,280,52.0,11.0,3.0,1.0,100g
베이글_어니언 베이글,빵,280,48.28,7.76,6.03,6.03,116g
베이글_어니언 베이글&고추장아찌크림치즈,빵,258,35.5,7.0,9.5,5.5,200g
베이글_쪽파 베이컨 크림치즈 베이글,빵,297,35.0,9.2,13.4,6.8,136g
베이글_쫀득쫀득소시지 베이글,빵,284,20.72,12.61,16.22,2.7,111g
베이글_콘치즈피자 베이글,빵,226,28.47,8.33,9.03,5.56,144g
베이글_트러플치즈 베이글,빵,273,50.0,10.0,3.18,5.45,110g
베이글_플레인 베이글,빵,260,51.0,12.0,1.1,1.0,100g
베이글_플레인 베이글,빵,267,50.0,7.76,3.53,6.03,116g
베이글_플레인 베이글&솔티드카라멜크림치즈,빵,300,36.92,7.18,13.33,9.23,195g
베이글_플레인 베이글&솔티드카라멜크림치즈(파베이크),빵,327,39.7,7.54,15.08,10.05,199g
베이글_플레인 베이글&허니월넛크림치즈(파베이크),빵,290,51.22,7.93,5.49,6.71,164g
베이글_플레인 베이글(파베이크),빵,300,54.17,8.33,5.0,6.67,120g
샌드위치_B.E.L.T. 샌드위치,빵,222,25.38,7.95,9.85,4.92,264g
샌드위치_B.L.T 샌드위치,빵,225,30.29,8.3,7.88,3.32,241g
샌드위치_그릭치킨 샌드위치,빵,184,22.22,12.22,5.0,2.78,180g
샌드위치_단호박크림치즈 샌드위치,빵,181,23.36,4.38,7.66,6.2,274g
샌드위치_잉글리쉬 머핀 샌드위치,빵,218,24.17,11.67,8.33,3.33,120g
샌드위치_크랜베리치킨 샌드위치,빵,197,20.9,7.79,9.02,6.15,244g
샌드위치_토마토모짜렐라 샌드위치,빵,247,18.54,10.67,14.61,2.81,178g
샌드위치_햄치즈 샌드위치,빵,185,27.56,5.51,5.91,3.54,254g
샌드위치_버터품은 설탕치즈 크로와상 샌드위치,빵,293,32.5,8.75,20.0,10.0,80g
샌드위치_볼빨간 생딸기 생크림 크로와상 샌드위치,빵,186,19.35,3.23,4.52,5.81,155g
샌드위치_살라미에멘탈 샌드위치,빵,208,25.1,7.7,8.5,4.0,180g
샌드위치_여봉 잠봉뵈르 먹어 크로와상 샌드위치,빵,367,22.0,13.0,24.0,3.0,100g
샌드위치_토마토아이올리 샌드위치,빵,221,20.5,9.5,11.2,2.1,195g
샌드위치_햄치토 크로와상 샌드위치,빵,137,12.61,3.48,8.26,3.04,230g
소보로빵_소보로빵,빵,356,54.2,9.3,11.3,11.2,60g
소보로빵_PB달콤한크림정통소보루,빵,364,46.36,7.27,17.27,16.36,110g
소보로빵_PB정통소보루,빵,388,55.0,8.75,15.0,18.75,80g
소보로빵_밤소보루맘모스,빵,288,48.21,7.14,8.93,17.86,280g
소보로빵_밤소보루맘모스 (H),빵,289,47.86,6.43,8.57,17.86,140g
소보로빵_소보루 완두앙금빵,빵,248,44.76,5.71,5.71,20.0,105g
소보로빵_소보루생크림빵,빵,355,40.0,6.36,19.09,13.64,110g
소세지빵_소시지소프트프랑스,빵,315,25.31,9.88,19.14,6.17,162g
소세지빵_NEW추억의소시지빵,빵,262,25.38,5.38,15.38,6.92,130g
소세지빵_길어서 더 든든한 롱롱소시지빵,빵,292,26.79,10.12,16.07,7.14,168g
